Student_ID,Gender,Age,Study_Hours_per_Week,Attendance_Percentage,Previous_Grade,Internet_Access,Assignments_Completed,Mock_Test_Score,Final_Exam_Score,Performance,Cluster
STU2179,Male,17,31,72,97,Yes,8,57,66,Average,3
STU2180,Female,20,20,60,79,No,17,47,99,Excellent,3
STU2181,Female,19,30,80,87,Yes,5,92,58,Average,2
STU2182,Female,17,34,55,84,Yes,14,78,63,Average,3
STU2183,Female,18,20,60,94,Yes,15,95,41,Poor,3
STU2184,Female,20,11,62,68,Yes,7,69,51,Average,3
STU2185,Female,17,20,61,97,Yes,18,95,59,Average,3
STU2186,Female,21,39,51,75,No,4,33,70,Average,1
STU2187,Male,22,20,84,41,Yes,13,63,95,Excellent,0
STU2188,Male,18,16,85,80,Yes,6,34,69,Average,3
STU2189,Female,24,39,66,57,Yes,3,51,84,Excellent,1
STU2190,Male,24,25,77,88,Yes,0,49,90,Excellent,2
STU2191,Male,22,21,77,47,Yes,3,76,99,Excellent,1
STU2192,Male,24,36,71,97,Yes,13,63,75,Excellent,2
STU2193,Female,22,10,87,54,Yes,15,73,59,Average,0
STU2194,Female,17,28,56,80,Yes,6,35,68,Average,3
STU2195,Male,18,31,64,56,Yes,9,85,42,Poor,3
STU2196,Female,18,24,81,62,Yes,9,58,90,Excellent,0
STU2197,Male,19,29,60,41,Yes,3,82,64,Average,1
STU2198,Male,22,6,73,45,No,11,30,55,Average,1
STU2199,Male,18,13,52,68,Yes,5,88,44,Poor,3
STU2200,Male,19,32,79,66,Yes,12,77,67,Average,0
STU2201,Female,20,7,55,76,Yes,0,36,38,Poor,3
STU2202,Female,19,24,51,88,No,7,61,57,Average,3
STU2203,Female,21,10,63,73,Yes,15,90,87,Excellent,1
STU2204,Male,23,37,90,57,Yes,4,86,39,Poor,2
STU2205,Female,17,5,67,81,Yes,6,80,52,Average,3
STU2206,Male,20,10,93,49,Yes,2,48,51,Average,0
STU2207,Female,23,38,80,77,Yes,1,56,92,Excellent,2
STU2208,Male,23,19,62,98,Yes,1,92,90,Excellent,2
STU2209,Male,20,30,75,83,Yes,19,89,74,Average,2
STU2210,Male,21,18,93,56,Yes,9,90,36,Poor,0
STU2211,Female,19,11,61,98,Yes,19,90,55,Average,3
STU2212,Female,17,35,67,52,Yes,8,74,86,Excellent,3
STU2213,Female,19,28,58,91,Yes,17,50,58,Average,3
STU2214,Female,18,35,98,99,No,5,73,87,Excellent,2
STU2215,Male,19,33,70,87,Yes,19,30,72,Average,3
STU2216,Female,24,36,97,81,No,5,73,54,Average,2
STU2217,Female,20,21,98,66,Yes,9,91,84,Excellent,0
STU2218,Male,17,18,89,92,No,8,90,73,Average,3
STU2219,Male,19,28,92,41,Yes,8,79,94,Excellent,0
STU2220,Male,17,31,73,73,Yes,2,70,73,Average,3
STU2221,Female,17,29,83,70,Yes,11,62,67,Average,3
STU2222,Male,18,36,57,62,Yes,10,41,63,Average,3
STU2223,Male,18,22,93,46,Yes,13,31,44,Poor,0
STU2224,Male,20,22,82,77,Yes,18,50,37,Poor,3
STU2225,Female,21,30,72,72,Yes,9,43,65,Average,1
STU2226,Male,24,13,62,51,Yes,18,63,61,Average,1
STU2227,Female,23,39,98,84,Yes,4,93,61,Average,2
STU2228,Female,17,12,63,51,Yes,8,52,43,Poor,3
STU2229,Male,21,24,63,58,Yes,0,79,40,Poor,1
STU2230,Male,23,26,65,48,Yes,14,43,40,Poor,1
STU2231,Female,23,23,98,49,No,3,75,60,Average,0
STU2232,Male,24,34,87,56,Yes,6,34,77,Excellent,1
STU2233,Male,20,32,88,89,Yes,5,95,53,Average,2
STU2234,Female,23,39,75,79,No,14,51,50,Average,2
STU2235,Female,24,15,75,78,Yes,5,99,57,Average,2
STU2236,Male,23,35,50,80,Yes,6,31,63,Average,1
STU2237,Female,17,34,81,49,No,19,58,72,Average,0
STU2238,Male,17,27,64,51,Yes,2,90,93,Excellent,3
STU2239,Male,22,23,70,54,Yes,12,45,82,Excellent,1
STU2240,Male,21,16,67,70,No,1,93,54,Average,1
STU2241,Female,19,19,79,54,No,2,43,55,Average,0
STU2242,Male,24,35,62,67,Yes,12,72,62,Average,1
STU2243,Male,18,19,73,43,Yes,8,72,84,Excellent,0
STU2244,Male,24,33,79,75,Yes,18,99,67,Average,2
STU2245,Female,19,30,51,94,Yes,17,84,74,Average,3
STU2246,Female,21,6,68,40,Yes,4,60,88,Excellent,1
STU2247,Female,18,24,96,97,Yes,9,69,44,Poor,2
STU2248,Female,19,19,93,83,No,13,56,68,Average,0
STU2249,Female,22,8,96,96,No,16,81,70,Average,2
STU2250,Male,18,26,74,73,Yes,2,36,41,Poor,3
STU2251,Female,17,27,99,86,Yes,6,75,50,Average,0
STU2252,Female,19,30,63,56,Yes,8,62,85,Excellent,1
STU2253,Female,24,15,55,78,Yes,4,37,95,Excellent,1
STU2254,Male,18,32,61,77,Yes,3,34,65,Average,3
STU2255,Female,22,6,69,83,Yes,2,90,66,Average,2
STU2256,Female,24,12,72,90,Yes,12,89,79,Excellent,2
STU2257,Male,23,33,79,72,No,8,53,61,Average,2
STU2258,Female,18,15,79,99,Yes,6,36,56,Average,3
STU2259,Male,18,22,87,60,Yes,7,90,49,Poor,0
STU2260,Male,22,18,79,65,Yes,9,65,42,Poor,1
STU2261,Male,23,14,90,85,Yes,0,56,42,Poor,2
STU2262,Male,19,39,79,75,No,19,58,50,Average,3
STU2263,Male,20,13,85,44,Yes,0,49,82,Excellent,0
STU2264,Female,19,39,98,72,Yes,18,99,68,Average,0
STU2265,Male,23,15,83,40,Yes,1,32,91,Excellent,1
STU2266,Male,21,16,65,92,Yes,11,68,39,Poor,3
STU2267,Female,24,7,73,45,No,12,74,78,Excellent,1
STU2268,Male,22,18,63,76,Yes,13,97,71,Average,2
STU2269,Female,19,32,75,41,Yes,4,60,62,Average,0
STU2270,Female,18,15,57,96,Yes,2,67,72,Average,3
STU2271,Female,22,29,63,92,Yes,16,35,80,Excellent,2
STU2272,Male,17,25,80,98,Yes,0,37,60,Average,3
STU2273,Male,23,14,51,98,Yes,13,57,87,Excellent,2
STU2274,Male,24,19,97,44,Yes,5,44,97,Excellent,0
STU2275,Female,19,23,53,65,No,16,37,97,Excellent,3
STU2276,Male,22,26,50,80,Yes,3,83,72,Average,1
STU2277,Male,24,25,69,90,Yes,5,35,49,Poor,2
STU2278,Male,19,36,63,92,No,0,58,43,Poor,3
STU2279,Female,22,27,89,86,Yes,8,63,56,Average,2
STU2280,Female,18,17,74,52,Yes,3,36,90,Excellent,0
STU2281,Male,17,9,74,51,Yes,8,69,71,Average,0
STU2282,Male,17,8,52,44,Yes,8,42,91,Excellent,3
STU2283,Male,21,32,54,41,Yes,12,91,94,Excellent,1
STU2284,Male,22,18,87,98,Yes,16,94,46,Poor,2
STU2285,Female,19,12,75,43,Yes,2,70,41,Poor,0
STU2286,Female,17,13,89,98,Yes,5,71,75,Excellent,3
STU2287,Female,23,39,87,66,Yes,19,95,58,Average,2
STU2288,Female,17,25,87,89,Yes,14,40,59,Average,3
STU2289,Male,20,22,53,92,Yes,13,79,96,Excellent,3
STU2290,Male,20,37,56,49,Yes,12,64,78,Excellent,1
STU2291,Male,17,12,79,52,Yes,8,49,36,Poor,0
STU2292,Female,22,21,79,83,Yes,14,57,76,Excellent,2
STU2293,Male,21,35,68,41,Yes,13,66,67,Average,1
STU2294,Female,17,38,88,65,Yes,3,32,51,Average,0
STU2295,Female,18,10,84,54,No,10,88,97,Excellent,0
STU2296,Male,24,26,89,85,Yes,1,56,56,Average,2
STU2297,Male,19,18,82,96,Yes,15,61,35,Poor,3
STU2298,Male,21,7,82,49,Yes,18,77,88,Excellent,0
STU2299,Female,18,16,63,61,Yes,15,75,48,Poor,3
STU2300,Male,21,16,87,79,Yes,6,76,87,Excellent,2
STU2301,Female,18,6,59,64,No,10,69,40,Poor,3
STU2302,Male,19,6,77,54,No,11,32,98,Excellent,0
STU2303,Female,19,19,63,52,Yes,3,58,67,Average,1
STU2304,Female,20,27,85,47,Yes,15,87,78,Excellent,0
STU2305,Male,22,33,87,60,Yes,15,79,68,Average,0
STU2306,Female,18,21,65,60,Yes,6,39,68,Average,3
STU2307,Female,24,36,70,61,Yes,12,90,58,Average,1
STU2308,Male,20,11,77,85,No,4,90,36,Poor,2
STU2309,Female,18,34,82,72,No,0,52,42,Poor,3
STU2310,Male,20,32,55,84,No,4,35,59,Average,3
STU2311,Female,19,18,90,66,Yes,13,89,66,Average,0
STU2312,Male,21,34,64,79,Yes,10,56,90,Excellent,2
STU2313,Male,23,21,93,89,Yes,1,84,41,Poor,2
STU2314,Female,20,36,52,61,Yes,17,60,82,Excellent,1
STU2315,Female,18,10,92,69,Yes,14,59,88,Excellent,0
STU2316,Female,18,28,96,48,Yes,13,96,97,Excellent,0
STU2317,Female,23,10,84,84,Yes,12,42,36,Poor,2
STU2318,Female,22,31,63,74,Yes,1,88,69,Average,1
STU2319,Male,24,22,51,57,Yes,18,83,56,Average,1
STU2320,Female,19,28,78,81,No,7,50,98,Excellent,3
STU2321,Male,18,28,53,44,Yes,16,72,93,Excellent,1
STU2322,Male,17,38,75,66,Yes,14,40,83,Excellent,3
STU2323,Female,21,19,61,96,Yes,19,96,86,Excellent,2
STU2324,Male,20,15,51,45,Yes,13,67,55,Average,1
STU2325,Male,22,26,66,71,Yes,2,53,46,Poor,1
STU2326,Male,24,28,84,47,Yes,16,80,45,Poor,1
STU2327,Male,23,5,59,95,Yes,2,90,88,Excellent,2
STU2328,Female,21,22,97,78,Yes,12,75,48,Poor,2
STU2329,Male,19,16,71,60,No,17,72,67,Average,3
STU2330,Female,22,32,90,57,No,0,56,60,Average,0
STU2331,Female,24,11,92,53,Yes,6,59,48,Poor,0
STU2332,Male,20,27,70,54,Yes,4,92,82,Excellent,1
STU2333,Female,20,25,64,81,No,1,39,99,Excellent,3
STU2334,Female,23,38,84,65,Yes,16,32,80,Excellent,2
STU2335,Female,17,15,97,92,Yes,9,89,89,Excellent,0
STU2336,Male,23,26,70,83,No,3,56,46,Poor,2
STU2337,Female,19,39,70,71,Yes,8,74,88,Excellent,3
STU2338,Female,22,33,70,78,No,10,91,98,Excellent,2
STU2339,Female,22,32,93,67,Yes,11,53,81,Excellent,0
STU2340,Male,18,22,81,99,Yes,11,75,71,Average,3
STU2341,Female,17,18,54,78,No,17,73,75,Excellent,3
STU2342,Male,17,22,88,82,Yes,3,92,61,Average,3
STU2343,Male,22,32,58,71,Yes,8,33,76,Excellent,1
STU2344,Male,22,28,67,52,Yes,7,45,63,Average,1
STU2345,Male,21,12,70,54,No,18,80,70,Average,1
STU2346,Male,24,12,57,57,Yes,12,77,91,Excellent,1
STU2347,Male,21,8,93,78,Yes,1,94,46,Poor,2
STU2348,Female,21,31,83,45,Yes,18,98,79,Excellent,0
STU2349,Male,17,9,59,94,Yes,13,74,54,Average,3
STU2350,Female,18,37,90,50,Yes,4,32,79,Excellent,0
STU2351,Female,20,38,73,71,Yes,9,46,57,Average,3
STU2352,Male,21,34,89,79,No,16,66,96,Excellent,2
STU2353,Female,18,12,73,59,Yes,19,34,68,Average,3
STU2354,Female,23,30,81,72,Yes,15,76,55,Average,2
STU2355,Female,19,38,82,79,Yes,16,73,85,Excellent,2
STU2356,Female,21,11,87,47,No,0,62,43,Poor,0
STU2357,Male,23,32,93,90,Yes,14,50,44,Poor,2
STU2358,Female,20,32,98,74,Yes,16,96,86,Excellent,0
STU2359,Male,19,18,83,44,No,10,97,79,Excellent,0
STU2360,Female,19,8,60,74,Yes,4,61,86,Excellent,3
STU2361,Female,20,22,80,86,Yes,3,53,64,Average,2
STU2362,Male,21,29,67,53,Yes,8,64,98,Excellent,1
STU2363,Female,17,11,72,60,Yes,15,47,36,Poor,3
STU2364,Female,20,32,71,86,Yes,11,96,83,Excellent,2
STU2365,Female,20,9,92,63,No,17,83,79,Excellent,0
STU2366,Male,20,7,67,56,No,2,55,51,Average,1
STU2367,Female,19,35,89,57,Yes,14,89,62,Average,0
STU2368,Male,24,24,96,73,Yes,17,94,79,Excellent,2
STU2369,Female,18,23,90,51,Yes,11,80,51,Average,0
STU2370,Male,23,15,96,55,Yes,12,89,93,Excellent,0
STU2371,Male,17,7,88,43,Yes,0,88,48,Poor,0
STU2372,Female,21,27,69,64,No,3,46,44,Poor,1
STU2373,Female,21,11,62,73,Yes,7,50,52,Average,3
STU2374,Male,23,27,94,67,Yes,18,96,69,Average,2
STU2375,Male,18,11,50,85,Yes,4,57,82,Excellent,3
STU2376,Female,20,38,53,50,Yes,10,73,92,Excellent,1
STU2377,Male,24,23,73,52,Yes,16,99,52,Average,1
STU2378,Female,17,13,85,70,Yes,16,91,86,Excellent,0
STU2379,Female,21,22,85,99,Yes,1,71,64,Average,2
STU2380,Female,23,29,94,64,Yes,0,51,71,Average,0
STU2381,Female,22,18,51,78,Yes,3,67,74,Average,1
STU2382,Male,24,29,77,49,Yes,8,43,40,Poor,1
STU2383,Female,23,23,75,63,No,1,55,69,Average,1
STU2384,Male,24,19,72,40,No,2,69,60,Average,1
STU2385,Female,21,20,64,92,Yes,5,83,64,Average,2
STU2386,Male,20,31,85,64,Yes,12,42,58,Average,0
STU2387,Female,22,14,76,67,No,14,48,89,Excellent,1
STU2388,Male,18,8,55,75,Yes,10,71,43,Poor,3
STU2389,Male,17,23,84,57,Yes,9,70,96,Excellent,0
STU2390,Female,18,32,88,45,Yes,2,79,52,Average,0
STU2391,Female,18,25,87,41,Yes,19,32,85,Excellent,0
STU2392,Female,23,18,84,42,Yes,8,60,53,Average,1
STU2393,Female,24,37,85,85,Yes,9,44,67,Average,2
STU2394,Male,17,14,59,47,No,11,83,72,Average,3
STU2395,Female,17,23,79,70,Yes,7,82,47,Poor,3
STU2396,Male,21,34,90,87,Yes,16,74,83,Excellent,2
STU2397,Male,21,26,87,58,No,4,67,87,Excellent,0
STU2398,Female,17,7,78,89,Yes,7,79,35,Poor,3
STU2399,Male,22,22,92,45,No,17,53,46,Poor,0
STU2400,Male,19,15,88,53,No,10,46,58,Average,0
STU2401,Male,21,6,99,42,Yes,9,47,35,Poor,0
STU2402,Male,19,16,53,87,No,14,71,41,Poor,3
STU2403,Female,23,10,54,40,Yes,5,46,73,Average,1
STU2404,Female,22,33,53,83,Yes,18,45,66,Average,1
STU2405,Female,17,34,85,69,Yes,16,81,83,Excellent,0
STU2406,Female,22,6,94,85,Yes,9,65,65,Average,2
STU2407,Male,21,13,65,58,No,4,68,37,Poor,1
STU2408,Male,18,6,74,93,Yes,15,54,81,Excellent,3
STU2409,Female,23,33,63,58,Yes,11,71,49,Poor,1
STU2410,Female,17,37,60,48,Yes,4,50,85,Excellent,3
STU2411,Female,20,14,78,46,Yes,0,97,55,Average,0
STU2412,Male,23,38,83,85,Yes,1,88,75,Excellent,2
STU2413,Female,24,12,71,76,Yes,4,59,37,Poor,2
STU2414,Female,19,37,63,89,No,18,86,35,Poor,3
STU2415,Female,22,10,73,80,Yes,14,62,55,Average,2
STU2416,Male,17,23,88,92,Yes,0,82,55,Average,3
STU2417,Male,23,36,75,46,Yes,10,45,83,Excellent,1
STU2418,Male,22,31,92,48,Yes,17,78,99,Excellent,0
STU2419,Male,17,5,85,43,Yes,2,34,75,Excellent,0
STU2420,Male,21,37,88,64,Yes,8,89,76,Excellent,0
STU2421,Male,23,36,65,88,Yes,3,84,91,Excellent,2
STU2422,Male,21,9,87,51,Yes,12,64,77,Excellent,0
STU2423,Male,23,21,81,45,Yes,8,98,46,Poor,1
STU2424,Female,21,12,55,57,Yes,2,71,98,Excellent,1
STU2425,Female,24,38,83,79,Yes,15,98,85,Excellent,2
STU2426,Male,22,13,57,60,Yes,7,53,94,Excellent,1
STU2427,Male,20,27,79,54,Yes,6,84,62,Average,0
STU2428,Female,23,39,76,42,No,16,43,48,Poor,1
STU2429,Male,24,11,56,41,Yes,15,84,66,Average,1
STU2430,Male,23,19,76,95,Yes,17,44,42,Poor,2
STU2431,Male,21,24,74,94,Yes,15,34,61,Average,2
STU2432,Female,17,29,95,80,Yes,14,33,84,Excellent,0
STU2433,Female,23,7,90,79,Yes,1,59,93,Excellent,2
STU2434,Female,24,28,64,98,No,19,82,91,Excellent,2
STU2435,Female,21,38,74,43,No,3,59,37,Poor,1
STU2436,Female,18,26,71,71,No,4,90,61,Average,3
STU2437,Male,21,15,67,41,No,6,97,68,Average,1
STU2438,Female,22,12,61,85,Yes,14,84,60,Average,2
STU2439,Male,20,39,72,68,Yes,16,71,74,Average,3
STU2440,Male,18,12,94,41,Yes,9,58,66,Average,0
STU2441,Female,22,31,88,73,No,19,64,75,Excellent,2
STU2442,Female,22,32,74,66,Yes,8,74,36,Poor,1
STU2443,Male,22,38,59,99,Yes,15,58,41,Poor,2
STU2444,Male,17,36,79,93,Yes,2,99,53,Average,3
STU2445,Male,22,19,59,78,No,8,32,67,Average,1
STU2446,Female,17,21,83,83,Yes,7,86,36,Poor,3
STU2447,Female,22,37,95,77,Yes,6,95,49,Poor,2
STU2448,Female,19,20,62,57,No,16,51,55,Average,3
STU2449,Female,24,33,78,75,Yes,4,56,93,Excellent,2
STU2450,Female,18,13,87,58,No,6,51,73,Average,0
STU2451,Male,19,37,90,66,Yes,12,78,54,Average,0
STU2452,Female,22,33,94,84,Yes,17,53,35,Poor,2
STU2453,Male,18,17,58,59,No,13,56,43,Poor,3
STU2454,Male,18,25,62,60,Yes,17,65,85,Excellent,3
STU2455,Male,23,25,86,62,Yes,2,46,72,Average,0
STU2456,Female,20,9,63,69,Yes,16,85,49,Poor,3
STU2457,Female,19,14,86,64,Yes,18,39,75,Excellent,0
STU2458,Female,20,10,58,70,Yes,6,83,81,Excellent,3
STU2459,Male,18,17,57,66,Yes,3,67,60,Average,3
STU2460,Male,17,5,88,73,Yes,14,33,88,Excellent,0
STU2461,Male,18,24,89,47,No,7,79,73,Average,0
STU2462,Male,20,12,52,58,Yes,15,90,51,Average,1
STU2463,Male,19,14,96,80,Yes,0,50,43,Poor,0
STU2464,Male,22,13,89,65,Yes,15,65,80,Excellent,0
STU2465,Female,23,7,82,67,Yes,1,75,40,Poor,2
STU2466,Female,23,15,81,43,No,1,73,50,Average,1
STU2467,Female,23,16,56,70,Yes,7,93,63,Average,1
STU2468,Female,22,14,68,55,No,11,47,75,Excellent,1
STU2469,Male,23,29,83,90,Yes,10,42,96,Excellent,2
STU2470,Male,19,29,63,49,Yes,5,42,74,Average,1
STU2471,Female,22,15,99,77,Yes,18,54,96,Excellent,2
STU2472,Male,23,30,96,87,Yes,17,34,58,Average,2
STU2473,Female,22,18,95,49,Yes,4,68,40,Poor,0
STU2474,Female,20,5,68,84,Yes,14,58,74,Average,3
STU2475,Female,24,8,75,48,Yes,7,86,92,Excellent,1
STU2476,Male,24,34,66,78,No,5,75,48,Poor,2
STU2477,Female,19,16,77,75,Yes,11,62,79,Excellent,3
STU2478,Female,21,39,68,90,Yes,18,39,40,Poor,3
STU2479,Female,17,17,76,97,Yes,11,87,57,Average,3
STU2480,Male,23,35,97,75,Yes,11,54,96,Excellent,2
STU2481,Male,17,27,68,58,No,8,68,51,Average,3
STU2482,Female,22,8,82,99,Yes,9,45,62,Average,2
STU2483,Male,17,20,56,58,Yes,16,89,47,Poor,3
STU2484,Male,19,11,78,51,Yes,17,57,63,Average,0
STU2485,Male,19,26,92,52,Yes,15,73,79,Excellent,0
STU2486,Male,18,33,54,64,Yes,3,87,54,Average,3
STU2487,Male,24,15,79,75,Yes,17,61,92,Excellent,2
STU2488,Male,23,37,98,64,No,2,92,88,Excellent,2
STU2489,Male,18,33,92,67,Yes,15,74,98,Excellent,0
STU2490,Male,17,16,57,81,Yes,13,82,86,Excellent,3
STU2491,Male,21,11,91,92,Yes,8,90,77,Excellent,2
STU2492,Male,18,30,61,78,Yes,5,79,52,Average,3
STU2493,Female,18,13,91,69,No,3,56,88,Excellent,0
STU2494,Female,19,38,62,44,No,1,55,94,Excellent,1
STU2495,Male,21,17,75,56,Yes,9,32,35,Poor,1
STU2496,Female,22,29,67,57,Yes,10,68,71,Average,1
STU2497,Female,17,28,91,82,Yes,6,94,83,Excellent,0
STU2498,Male,18,21,98,86,Yes,4,64,69,Average,0
STU2499,Male,21,6,69,60,Yes,3,82,69,Average,1
STU2500,Male,24,17,65,61,No,5,75,43,Poor,1
STU2501,Female,23,35,86,78,Yes,1,97,71,Average,2
STU2502,Female,21,33,52,89,Yes,1,51,94,Excellent,3
STU2503,Male,24,32,76,97,No,15,89,90,Excellent,2
STU2504,Male,17,31,64,96,Yes,12,35,46,Poor,3
STU2505,Male,21,19,83,45,No,6,81,38,Poor,0
STU2506,Female,24,35,94,89,Yes,4,58,95,Excellent,2
STU2507,Female,21,19,71,55,No,16,72,79,Excellent,1
STU2508,Female,21,37,89,41,Yes,12,63,84,Excellent,0
STU2509,Female,23,24,72,90,Yes,14,60,84,Excellent,2
STU2510,Male,24,16,98,40,Yes,2,75,82,Excellent,0
STU2511,Male,24,13,53,96,Yes,3,33,57,Average,2
STU2512,Male,18,27,90,69,Yes,14,31,42,Poor,0
STU2513,Male,17,12,72,97,No,17,34,63,Average,3
STU2514,Female,23,36,96,82,No,2,75,77,Excellent,2
STU2515,Female,21,18,58,91,Yes,6,48,87,Excellent,3
STU2516,Male,21,31,73,76,Yes,7,67,40,Poor,2
STU2517,Male,18,29,70,87,Yes,10,88,58,Average,3
STU2518,Female,17,17,90,62,Yes,8,49,48,Poor,0
STU2519,Male,19,25,95,40,Yes,19,97,86,Excellent,0
STU2520,Female,23,35,65,58,No,11,82,38,Poor,1
STU2521,Male,18,9,74,85,Yes,4,84,92,Excellent,3
STU2522,Male,17,17,75,42,Yes,0,68,71,Average,0
STU2523,Male,23,32,98,41,Yes,13,65,82,Excellent,0
STU2524,Male,21,29,94,95,Yes,2,87,73,Average,2
STU2525,Male,17,39,58,76,Yes,14,44,47,Poor,3
STU2526,Male,17,11,64,56,Yes,9,30,94,Excellent,3
STU2527,Male,22,36,88,67,Yes,9,38,75,Excellent,0
STU2528,Female,17,7,82,57,Yes,2,52,66,Average,0
STU2529,Female,19,26,50,72,Yes,5,81,86,Excellent,3
STU2530,Female,17,12,54,54,Yes,4,55,39,Poor,3
STU2531,Female,19,21,58,61,Yes,18,89,86,Excellent,3
STU2532,Female,21,31,93,80,Yes,13,47,83,Excellent,2
STU2533,Male,19,37,55,66,No,16,87,63,Average,3
STU2534,Male,23,21,77,94,Yes,11,94,72,Average,2
STU2535,Female,21,16,94,76,Yes,8,98,42,Poor,2
STU2536,Male,21,31,75,71,Yes,2,43,93,Excellent,1
STU2537,Female,19,12,77,99,Yes,17,75,89,Excellent,2
STU2538,Female,24,27,89,84,Yes,3,98,36,Poor,2
STU2539,Male,18,33,64,58,Yes,13,61,60,Average,3
STU2540,Male,20,24,55,67,Yes,5,80,97,Excellent,1
STU2541,Male,24,20,76,67,No,14,98,51,Average,2
STU2542,Female,17,21,87,95,No,16,44,93,Excellent,3
STU2543,Male,22,20,53,49,Yes,4,82,50,Average,1
STU2544,Female,20,23,60,59,Yes,5,98,92,Excellent,1
STU2545,Female,17,12,70,64,No,4,44,98,Excellent,3
STU2546,Female,24,33,79,60,Yes,18,59,84,Excellent,1
STU2547,Male,24,30,67,53,Yes,13,53,60,Average,1
STU2548,Male,17,35,84,61,No,3,64,51,Average,0
STU2549,Female,21,16,52,92,No,4,98,80,Excellent,3
STU2550,Male,17,21,61,65,Yes,10,41,84,Excellent,3
STU2551,Male,22,19,76,83,Yes,1,75,77,Excellent,2
STU2552,Male,24,13,79,50,Yes,1,98,82,Excellent,1
STU2553,Female,17,16,70,94,No,19,65,53,Average,3
STU2554,Female,19,36,87,46,No,11,77,59,Average,0
STU2555,Male,20,29,70,56,Yes,15,96,52,Average,1
STU2556,Female,19,22,87,57,Yes,16,83,85,Excellent,0
STU2557,Male,22,19,89,46,Yes,3,65,52,Average,0
STU2558,Male,17,36,64,95,Yes,13,81,92,Excellent,3
STU2559,Male,23,10,67,59,No,6,51,98,Excellent,1
STU2560,Male,22,39,78,77,Yes,14,67,91,Excellent,2
STU2561,Female,21,38,97,50,Yes,15,91,51,Average,0
STU2562,Female,19,9,87,83,Yes,7,94,93,Excellent,2
STU2563,Female,19,22,70,97,Yes,1,32,49,Poor,3
STU2564,Male,18,20,66,55,Yes,18,37,60,Average,3
STU2565,Male,17,12,90,90,Yes,0,68,82,Excellent,3
STU2566,Male,21,29,67,94,No,3,47,48,Poor,3
STU2567,Female,23,36,86,66,Yes,10,32,43,Poor,2
STU2568,Male,19,30,87,90,No,9,47,41,Poor,3
STU2569,Female,19,26,61,50,Yes,17,30,89,Excellent,1
STU2570,Female,21,35,60,55,Yes,0,55,46,Poor,1
STU2571,Female,22,14,97,62,Yes,16,81,51,Average,0
STU2572,Female,22,16,98,99,No,15,41,42,Poor,2
STU2573,Female,17,32,69,98,Yes,11,67,76,Excellent,3
STU2574,Female,24,10,58,51,Yes,15,70,71,Average,1
STU2575,Male,18,24,50,98,Yes,8,82,54,Average,3
STU2576,Male,19,9,52,79,Yes,16,42,35,Poor,3
STU2577,Female,24,27,70,42,No,2,42,43,Poor,1
STU2578,Female,24,13,72,41,No,17,47,58,Average,1
STU2579,Male,18,33,58,99,Yes,14,48,68,Average,3
STU2580,Female,24,20,68,77,Yes,14,48,70,Average,1
STU2581,Female,24,26,94,87,Yes,15,99,38,Poor,2
STU2582,Male,22,12,95,91,Yes,19,77,63,Average,2
STU2583,Female,22,24,68,63,No,0,57,50,Average,1
STU2584,Female,20,18,72,68,No,0,48,42,Poor,3
STU2585,Female,23,38,76,86,Yes,3,77,73,Average,2
STU2586,Male,17,15,76,85,Yes,12,58,92,Excellent,3
STU2587,Male,24,37,88,73,Yes,3,77,46,Poor,2
STU2588,Male,20,35,85,59,Yes,7,48,78,Excellent,0
STU2589,Female,23,38,61,57,Yes,12,76,38,Poor,1
STU2590,Female,20,11,76,53,Yes,7,89,59,Average,0
STU2591,Male,20,27,95,57,Yes,13,77,73,Average,0
STU2592,Female,17,11,83,41,Yes,0,49,58,Average,0
STU2593,Female,17,29,82,40,Yes,8,48,40,Poor,0
STU2594,Female,21,7,77,59,Yes,0,71,67,Average,0
STU2595,Female,18,24,80,73,No,6,78,82,Excellent,0
STU2596,Female,18,38,81,80,Yes,19,44,36,Poor,3
STU2597,Male,21,34,99,80,No,12,89,72,Average,2
STU2598,Female,21,21,69,87,Yes,14,97,74,Average,2
STU2599,Male,22,14,89,50,No,8,56,90,Excellent,0
STU2600,Female,23,39,84,66,No,15,84,55,Average,2
STU2601,Male,20,24,80,62,Yes,16,44,69,Average,0
STU2602,Female,24,22,80,77,Yes,8,81,94,Excellent,2
STU2603,Male,21,31,87,83,No,5,60,57,Average,2
STU2604,Female,19,27,71,42,Yes,19,36,99,Excellent,0
STU2605,Male,18,36,94,51,No,11,42,97,Excellent,0
STU2606,Female,21,14,90,69,Yes,15,83,57,Average,0
STU2607,Male,19,15,58,70,Yes,14,42,76,Excellent,3
STU2608,Female,19,10,58,62,Yes,6,49,98,Excellent,3
STU2609,Male,19,38,64,40,Yes,9,39,75,Excellent,1
STU2610,Male,22,21,62,80,No,3,81,54,Average,2
STU2611,Female,22,16,71,59,Yes,2,66,43,Poor,1
STU2612,Female,24,25,65,93,Yes,17,81,91,Excellent,2
STU2613,Male,24,23,81,45,Yes,0,56,51,Average,1
STU2614,Female,19,7,51,50,Yes,12,63,52,Average,1
STU2615,Male,23,22,75,74,Yes,17,91,97,Excellent,2
STU2616,Male,22,23,63,43,Yes,7,45,60,Average,1
STU2617,Male,20,10,87,68,Yes,10,88,47,Poor,0
STU2618,Female,19,20,83,98,Yes,9,50,51,Average,3
STU2619,Male,20,12,57,49,Yes,3,45,60,Average,1
